principio,cnpj,Laboratorio,codigoGGREM,registro,ean,nome,apresentacao,classeTerapeutica
AMPICILINA,29.785.870/0001-03,LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA,519000602135119,1046503520024,7896714203560,AMPICILINA,50 MG/ML PÓ P/ SUS OR CT FR VD AMB X 60 ML + CP MED X 5 ML,J01C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO
AMPICILINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528504603134411,1256800540046,7898148295449,PRATICILIN,250 MG/5 ML PO SUS OR CX 50 FR VD AMB X 60 ML (EMB HOSP),J01C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO
AMPICILINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528512030112606,1256801440126,7899547502244,AMPICILINA,50 MG/ML SUS OR CX 50 FR PLAS OPC X 150 ML + 50 CP MED (EMB HOSP),J01C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO
AMPICILINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528512030112706,1256801440096,7899547502213,AMPICILINA,50 MG/ ML SUS OR CT FR PLAS OPC X 60 ML + CP MED ,J01C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO
AMPICILINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528512030112806,1256801440101,7899547502220,AMPICILINA,50 MG/ ML SUS OR CX 50 FR PLAS OPC X 60 ML + 50 CP MED (EMB HOSP),J01C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO
AMPICILINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528512030112906,1256801440118,7899547502237,AMPICILINA,50 MG/ ML SUS OR CT FR PLAS OPC X 150 ML + CP MED 11,J01C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO
AMPICILINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528528714130111,1256801440071,7898148290710,AMPICILINA,50 MG/ ML SUS OR CT FR PLAS AMB X 150 ML + CP MED,J01C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO
AMPICILINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508000403137316,1004306870086,7891317007584,AMPLACILINA,50 MG/ML SUS OR CT FR VD AMB X 60 ML,J01C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO
AMPICILINA ANIDRA,92.265.552/0001-40,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,525915070024306,1181901700061,7896472507863,AMPICILINA ANIDRA,500 MG CAP GEL DURA CT BL AL PLAS OPC X 600 (EMB HOSP) ,J01C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520715050094106,1037002990193,7896112192114,AMPICILINA SÓDICA,500 MG PÓ SOL INJ CT FA VD TRANS X 50 (EMB HOSP),J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541512030000816,1883000030014,7898560660283,AMPICILINA SÓDICA,1 G PO P/ SOL INJ CT 50 FA VD INC X 10 ML (EMB HOSP),J01C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520715050094206,1037002990231,7896112192152,AMPICILINA SÓDICA,1 G PÓ  SOL INJ CT FA VD TRANS X 50 (EMB HOSP),J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510000601151413,1103900240101,7895005800129,FURP-AMPICILINA,200 MG/ML PÓ INJ CX 50 FA VD INC + DIL CX 50 AMP VD INC X 5 ML (EMB HOSP),J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,06.629.745/0001-09,NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA,526300202151416,1140200050061,7898208141129,AMPLATIL,1000 MG PO INJ CX 50 FA VD INC,J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504414010047218,1163700980024,7896014685813,CILINON,1000 MG PO INJ CX 100 FA VD INC + 100 DIL X 5 ML,J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504414010047408,1163700980091,7896014685882,CILINON,1000 MG PO INJ CT FA VD INC + AMP DIL PLAS X 5ML,J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504414010047518,1163700980105,7896014685899,CILINON,1000 MG PO INJ CX 100 FA VD INC + 100 AMP DIL PLAS X 5 ML,J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504414050051218,1163700980067,7896014685851,CILINON,1000 MG PÓ INJ CX 100 FA VD INC,J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,06.629.745/0001-09,NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA,526300204154412,1140200050053,7898208141112,AMPLATIL,500MG PÓ INJ IM/IV CX 50 FA VD INC X 10ML (EMB HOSP),J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510000602158411,1103900240098,7895005800136,FURP-AMPICILINA,100 MG/ML PÓ INJ CX 50 FA VD INC + DIL CX 50 AMP VD INC X 5 ML ( EMB HOSP),J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504414010047118,1163700980016,7896014685806,CILINON,500MG PO INJ CX 100 FA VD INC + 100 DIL X 5 ML,J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504414010047318,1163700980075,7896014685868,CILINON,500MG PO INJ CT FA VD INC + AMP DIL PLAS X 5 ML,J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504414050051318,1163700980059,7896014685844,CILINON,500 MG PÓ INJ CX 100 FA VD INC,J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520701401156117,1037002990029,7896112144823,AMPICILINA SÓDICA,1 G PÓ P/ SOL INJ CT 50 FA VD INC +  50 DIL AMP VD INC X 3 ML (EMB HOSP),J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520701402152115,1037002990010,7896112144847,AMPICILINA SÓDICA,500 MG PÓ P/ SOL INJ CT 50 FA VD INC + 50 DIL AMP VD INC X 2 ML (EMB HOSP),J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,04.301.884/0001-75,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,500102003159117,1516700160081,7898361880743,AMPICILINA SÓDICA,1 G PÓ P/ SOL INJ CT 50 FA VD INC (EMB HOSP),J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,04.301.884/0001-75,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,500102004155115,1516700160039,7898361881696,AMPICILINA SÓDICA,500 MG PÓ P/ SOL INJ CT 12 FA VD INC,J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
AMPICILINA SÓDICA,04.301.884/0001-75,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,500113070013706,1516700160098,7898361884611,AMPICILINA SÓDICA,500 MG PÓ P/ SOL INJ CT 50 FA VD INC (EMB HOSP),J01C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO
ANASTROZOL,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502300201115318,1161800630010,7896206400866,ARIMIDEX,1 MG COM REV CT 2 BL AL PLAS INC X 14,L02B3 - CITOSTÁTICOS INIBIDORES DA AROMATASE
ANASTROZOL,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020402111113,1004309310030,7891317458850,ANASTROZOL,1 MG COM REV CT BL AL PLAS INC X 30,L02B3 - CITOSTÁTICOS INIBIDORES DA AROMATASE
ANASTROZOL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523708801111416,1003301530017,7896094207431,ANASTROLIBBS,1 MG COM REV CT BL AL PLAS INC X 28,L02B3 - CITOSTÁTICOS INIBIDORES DA AROMATASE
ANASTROZOL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523713010026903,1003301530025,7896094208131,ANASTROLIBBS,1 MG COM REV CT BL AL PLAS INC X 30,L02B3 - CITOSTÁTICOS INIBIDORES DA AROMATASE
ANASTROZOL,94.869.054/0001-31,LABORATÓRIOS LIBRA DO BRASIL LTDA,522003101110416,1206900390015,7730711012681,ANASTROL,1 MG COM REV CT BL AL PLAS AMB X 28 ,L02B3 - CITOSTÁTICOS INIBIDORES DA AROMATASE
ANATOXINA TETÂNICA,61.821.344/0001-56,INSTITUTO BUTANTAN,545316010000904,1223400050029,7897965400203,TOXÓIDE TETÂNICO,"SUS INJ CT 50 AMP VD INC X 0,5 ML",J07D5 - VACINA PARA TÉTANO
ANATOXINA TETÂNICA,61.821.344/0001-56,INSTITUTO BUTANTAN,545316010001004,1223400050010,7897965400173,TOXÓIDE TETÂNICO,SUS INJ CT 20 FA VD INC X 5 ML,J07D5 - VACINA PARA TÉTANO
ANFOTERICINA B,55.980.684/0001-27,ZODIAC PRODUTOS FARMACÊUTICOS S/A,534200101151418,1221400730023,7892953102824,AMPHOCIL,100 MG PO INJ CT FA VD INC,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANFOTERICINA B,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506700501151414,1029802290039,7896676408140,ANFORICIN B,50 MG PO LIOF INJ CX 25 FA VD INC + SOL DIL ( REST HOSP),J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANFOTERICINA B,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506716030061803,1029802290012,7896676413922,ANFORICIN B,50 MG PO LIOF INJ CX FA VD INC + SOL DIL,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANFOTERICINA B,64.711.500/0001-14,UCB BIOPHARMA S.A.,525205301158418,1236100700011,7895197130264,FUNTEX B,50 MG PO LIOF INJ IV CT FA VD INC,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANFOTERICINA B,68.949.239/0001-46,UNITED MEDICAL LTDA,533200101151412,1257600070011,356146045505,AMBISOME,50 MG PÓ LIOF INJ CT 10 FA VD INC,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANFOTERICINA B,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533024602157418,1049702230039,7896006210740,UNIANF,50 MG PÓ LIOF INJ CT 25 FA VD AMB,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANFOTERICINA B,05.333.542/0001-08,TEVA FARMACÊUTICA LTDA.,537516030006817,1557300340037,7898587900201,ABELCET,5 MG/ML SUS INJ IV CT FA VD TRANS X 20 ML + AGU,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANIDULAFUNGINA,46.070.868/0001-69,LABORATORIOS PFIZER LTDA.,522242501152217,1021602190019,7891268111675,ECALTA,100 MG PO LIOF SOL INJ CT FA VD INC + SOL DIL FA VD INC X 30 ML (EMB HOSP) ,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANIDULAFUNGINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522712120029704,1211002990011,7891045020510,MORFEGIX,100 MG PO LIOF SOL INJ IV CT 1 FA VD TRANS,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANIDULAFUNGINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522712120029804,1211002990028,7891045020527,MORFEGIX,100 MG PO LIOF INJ IV CT 2 FA VD TRANS (EMB HOSP),J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANIDULAFUNGINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522712120029904,1211002990036,7891045020534,MORFEGIX,100 MG PO LIOF SOL INJ IV CT 15 FA VD TRANS,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANIDULAFUNGINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522712120030006,1211002980014,7891045020510,ANIDULAFUNGINA,100 MG PO LIOF SOL INJ IV CT 1 FA VD TRANS,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANIDULAFUNGINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522712120030106,1211002980022,7891045020527,ANIDULAFUNGINA,100 MG PO LIOF SOL INJ IV CT 2 FA VD TRANS,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANIDULAFUNGINA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522712120030206,1211002980030,7891045020534,ANIDULAFUNGINA,100 MG PO LIOF SOL INJ IV CT 15 FA VD TRANS,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANIDULAFUNGINA,46.070.868/0001-69,LABORATORIOS PFIZER LTDA.,522242801156218,1021602190051,7891268111798,ECALTA,100 MG PÓ LIOF SOL INJ CT 01 FA VD INC,J02A0 - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS
ANTIMONIATO DE MEGLUMINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502805501159313,1130000840010,7896070600843,GLUCANTIME,300 MG/ML SOL INJ CX 25 AMP VD INC X 5 ML,P01G0 - OUTROS ANTIPARASITÁRIOS
ANTIMONIATO DE MEGLUMINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502805502155311,1130000840029,7891058000349,GLUCANTIME,300 MG/ML SOL INJ CX 50 AMP VD INC X 5 ML,P01G0 - OUTROS ANTIPARASITÁRIOS
ANTITROMBINA III,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502601001158411,1015101150028,7897499450651,KYBERNIN P,50 UI/ML PO LIOF INJ CT FA + DIL X 20 ML+ DISPOSITIVO DE TRANSFERÊNCIA,B02C1 - INIBIDORES DA COAGULAÇÃO
ANTITROMBINA III,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502601002154418,1015101150011,7897499450644,KYBERNIN P,50 UI/ML PO LIOF INJ CT FA DIL X 10 ML + DISPOSITIVO DE TRANSF,B02C1 - INIBIDORES DA COAGULAÇÃO
APIXABANA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505108201115211,1018004000011,7896016807381,ELIQUIS,"2,5 MG COM REV CT BL AL PLAS INC X 10",B01F0 - INIBIDORES DIRETOS DO FATOR XA
APIXABANA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505108202111218,1018004000054,7896016807411,ELIQUIS,"2,5 MG COM REV CT BL AL PLAS INC X 100 (EMB HOSP)",B01F0 - INIBIDORES DIRETOS DO FATOR XA
APIXABANA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505108203118216,1018004000021,7896016807398,ELIQUIS,"2,5 MG COM REV CT BL AL PLAS INC X 20",B01F0 - INIBIDORES DIRETOS DO FATOR XA
APIXABANA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505108204114214,1018004000038,7896016807404,ELIQUIS,"2,5 MG COM REV CT BL AL PLAS INC X 60",B01F0 - INIBIDORES DIRETOS DO FATOR XA
APIXABANA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505108205110212,1018004000046,7896016807428,ELIQUIS,"2,5 MG COM REV CT BL AL PLAS INC X 60 (EMB HOSP)",B01F0 - INIBIDORES DIRETOS DO FATOR XA
APIXABANA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505113090020002,1018004000062,7896016807794,ELIQUIS,"5,0 MG COM REV CT BL AL PLAS INC X 20 ",B01F0 - INIBIDORES DIRETOS DO FATOR XA
APIXABANA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505113090020102,1018004000100,7896016807800,ELIQUIS,"5,0 MG COM REV CT BL AL PLAS INC X 60 ",B01F0 - INIBIDORES DIRETOS DO FATOR XA
APIXABANA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505113090020202,1018004000119,7896016807817,ELIQUIS,"5,0 MG COM REV CT BL AL PLAS INC X 100 (EMB HOSP)",B01F0 - INIBIDORES DIRETOS DO FATOR XA
APIXABANA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505113090020302,1018004000127,7896016807824,ELIQUIS,"5,0 MG COM REV CT BL AL PLAS INC X 200",B01F0 - INIBIDORES DIRETOS DO FATOR XA
APREPITANTO,45.987.013/0001-34,MERCK SHARP & DOHME FARMACEUTICA  LTDA,525503201119219,1002901130038,7897337701563,EMEND,80MG CAP GEL DURA CT BL AL AL X 2 + 125 MG CAP GEL DURA CT BL AL AL X 1,"A04A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1"
ARGIPRESSINA,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504111103155319,1097401900035,7896112412113,ENCRISE,20 U/ML SOL INJ CT 10 AMP VD INC X 1 ML ,H04D0 - HORMÔNIOS ANTIDIURÉTICOS
ARIPIPRAZOL,05.399.786/0001-85,UNICHEM FARMACÊUTICA DO BRASIL LTDA,538616030001606,1564900070017,7898912189677,ARIPIPRAZOL,10 MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,53.162.095/0001-06,BIOSINTÉTICA FARMACÊUTICA LTDA,521113060057906,1121304360011,7896181921059,ARIPIPRAZOL,10 MG COM CT BL AL/AL X10 ,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505100106113218,1018002790058,7896016806322,ABILIFY,10 MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505112040017703,1018002790252,7896016807558,ABILIFY,10MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500512050042204,1057304250022,7896658016264,ARISTAB,10 MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500512050042304,1057304250030,7896658016271,ARISTAB,10 MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500513060050106,1057304260028,7896658016103,ARIPIPRAZOL,10MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511516080062704,1004705900027,7897595633507,CONFILIFY,10 MG COM  CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511516090063103,1004705900061,7897595633507,CONFILIFY,10 MG COM  CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,05.399.786/0001-85,UNICHEM FARMACÊUTICA DO BRASIL LTDA,538616030001706,1564900070025,7898912189684,ARIPIPRAZOL,15 MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,05.399.786/0001-85,UNICHEM FARMACÊUTICA DO BRASIL LTDA,538616030001806,1564900070051,7898912189790,ARIPIPRAZOL,15 MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,53.162.095/0001-06,BIOSINTÉTICA FARMACÊUTICA LTDA,521113060058006,1121304360028,7896181921103,ARIPIPRAZOL,15 MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505100101111217,1018002790074,7896016805998,ABILIFY,15 MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505100102118215,1018002790082,7896016806001,ABILIFY,15 MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500512050042404,1057304250065,7896658016301,ARISTAB,15 MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500512050042504,1057304250073,7896658016318,ARISTAB,15 MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500513060050206,1057304260060,7896658016158,ARIPIPRAZOL,15MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511516080062804,1004705900019,7897595633514,CONFILIFY,15 MG COM  CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511516090063203,1004705900051,7897595633514,CONFILIFY,15 MG COM  CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,05.399.786/0001-85,UNICHEM FARMACÊUTICA DO BRASIL LTDA,538616030001906,1564900070033,7898912189691,ARIPIPRAZOL,20 MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,05.399.786/0001-85,UNICHEM FARMACÊUTICA DO BRASIL LTDA,538616030002006,1564900070068,7898912189806,ARIPIPRAZOL,20 MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,53.162.095/0001-06,BIOSINTÉTICA FARMACÊUTICA LTDA,521113060058106,1121304360036,7896181921134,ARIPIPRAZOL,20 MG COM CT BL AL/AL X 10 ,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505100103114213,1018002790090,7896016806018,ABILIFY,20 MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505100104110211,1018002790104,7896016806025,ABILIFY,20 MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500512050042604,1057304250111,7896658016356,ARISTAB,20 MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500513060050306,1057304260109,7896658016189,ARIPIPRAZOL,20MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511516080062904,1004705900035,7897595633521,CONFILIFY,20 MG COM  CT  BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511516090063303,1004705900078,7897595633521,CONFILIFY,20 MG COM  CT  BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,05.399.786/0001-85,UNICHEM FARMACÊUTICA DO BRASIL LTDA,538616030002106,1564900070041,7898912189707,ARIPIPRAZOL,30 MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,53.162.095/0001-06,BIOSINTÉTICA FARMACÊUTICA LTDA,521113060058206,1121304360044,7896181921189,ARIPIPRAZOL,30 MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505100105117211,1018002790120,7896016806032,ABILIFY,30 MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500512050042704,1057304250154,7896658016394,ARISTAB,30 MG COM CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500513060050406,1057304260141,7896658016233,ARIPIPRAZOL,30MG COM CT BL AL/AL X 10,N05A1 - ANTIPSICÓTICOS ATÍPICOS
ARIPIPRAZOL,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511516080063004,1004705900043,7897595633538,CONFILIFY,30 MG COM  CT BL AL/AL X 30,N05A1 - ANTIPSICÓTICOS ATÍPICOS
